org_id,slug,name,url,headquarters_country,industry,employee_count_int,jobs_count,teams_count,is_it_services,is_professional_services,tags,is_b2b,is_b2c,is_digital_native,is_ai_native,sales-development-representative_people,sales-development-representative_people_link,sales-development-representative_growth_yoy,sales-development-representative_growth_yoy_link,sales_people,sales_people_link,sales_growth_yoy,sales_growth_yoy_link,account-executive_people,account-executive_people_link,account-executive_growth_yoy,account-executive_growth_yoy_link,revenue-operations_people,revenue-operations_people_link,revenue-operations_growth_yoy,revenue-operations_growth_yoy_link,marketing_people,marketing_people_link,marketing_growth_yoy,marketing_growth_yoy_link,gtm-enrichment-and-signals_teams,gtm-enrichment-and-signals_teams_link,account-based-marketing-platforms_teams,account-based-marketing-platforms_teams_link,sales-and-lead-generation-tools_teams,sales-and-lead-generation-tools_teams_link,hightouch_teams,hightouch_teams_link,d-b_teams,d-b_teams_link,generative_ai_x_relevant_tech_jobposts,generative_ai_x_relevant_tech_jobposts_link,generative_ai_x_relevant_persona_jobposts,generative_ai_x_relevant_persona_jobposts_link,digital_transformation_x_relevant_tech_jobposts,digital_transformation_x_relevant_tech_jobposts_link,digital_transformation_x_relevant_persona_jobposts,digital_transformation_x_relevant_persona_jobposts_link,sales-development-representative_pct,sales-development-representative_pct_link,sales_pct,sales_pct_link,account-executive_pct,account-executive_pct_link,revenue-operations_pct,revenue-operations_pct_link,marketing_pct,marketing_pct_link,gtm-enrichment-and-signals_team_pct,gtm-enrichment-and-signals_team_pct_link,account-based-marketing-platforms_team_pct,account-based-marketing-platforms_team_pct_link,sales-and-lead-generation-tools_team_pct,sales-and-lead-generation-tools_team_pct_link,hightouch_team_pct,hightouch_team_pct_link,d-b_team_pct,d-b_team_pct_link,funding_total_raised,funding_last_round_raised,funding_last_round_type,funding_last_round_date,funding_days_since_last_round,crm_account_id,crm_account_name,crm_url,account_category,is_icp_gold,plg_signups,plg_users_4w,plg_queries_4w,ws_fit,ws_fit_reason,ws_filter_provider
379558,aurigo,Aurigo Software Technologies,aurigo.com,US,,534,364,45,0,0,b2b|digital_native|is_venture_backed,1,0,1,0,0.0,https://sumble.com/l/org/TsV1PmnkRrdVp/people,0.0,,23.0,https://sumble.com/l/org/kFQxdHB1JTZN3/people,0.353,https://sumble.com/l/org/kFQxdHB1JTZN3/trends/job_functions_people,14.0,https://sumble.com/l/org/EO4qtf79rx0T/people,0.556,https://sumble.com/l/org/EO4qtf79rx0T/trends/job_functions_people,5.0,https://sumble.com/l/org/bQBZyXvECdjn/people,0.0,https://sumble.com/l/org/bQBZyXvECdjn/trends/job_functions_people,17.0,https://sumble.com/l/org/XtRQUZAEZGXXh/people,0.214,https://sumble.com/l/org/XtRQUZAEZGXXh/trends/job_functions_people,3.0,https://sumble.com/l/org/JZrXsb4EWRDqp/teams,0.0,https://sumble.com/l/org/i7UdeNXki8SUb/teams,3.0,https://sumble.com/l/org/wX7b1JJg46KII/teams,0.0,https://sumble.com/l/org/ni132zNbH4FWC/teams,0.0,https://sumble.com/l/org/uhYPEWVfjQRXV/teams,0.0,https://sumble.com/l/org/bQBZyXvECdHeq/jobs,0.0,https://sumble.com/l/org/KHXki0wG2W6Mz/jobs,0.0,https://sumble.com/l/org/sKwUnyJ6y1faW/jobs,0.0,https://sumble.com/l/org/H8tF7xifU0Zad/jobs,0.0,https://sumble.com/l/org/TsV1PmnkRrdVp/people,4.307,https://sumble.com/l/org/kFQxdHB1JTZN3/people,2.622,https://sumble.com/l/org/EO4qtf79rx0T/people,0.936,https://sumble.com/l/org/bQBZyXvECdjn/people,3.184,https://sumble.com/l/org/XtRQUZAEZGXXh/people,6.667,https://sumble.com/l/org/JZrXsb4EWRDqp/teams,0.0,https://sumble.com/l/org/i7UdeNXki8SUb/teams,6.667,https://sumble.com/l/org/wX7b1JJg46KII/teams,0.0,https://sumble.com/l/org/ni132zNbH4FWC/teams,0.0,https://sumble.com/l/org/uhYPEWVfjQRXV/teams,0,0,,,,,,aurigo.com,unallocated,0,3,3,407,,,
1402274,authmind,AuthMind,authmind.com,US,Scientific and Technical Services,57,0,0,0,0,b2b|digital_native|is_venture_backed,1,0,1,0,3.0,https://sumble.com/l/org/mHcoH1erVQZdR/people,0.0,,10.0,https://sumble.com/l/org/HWnmWxifU0Re9/people,1.0,https://sumble.com/l/org/HWnmWxifU0Re9/trends/job_functions_people,2.0,https://sumble.com/l/org/fVJ7VqHqXpiq/people,0.0,https://sumble.com/l/org/fVJ7VqHqXpiq/trends/job_functions_people,0.0,https://sumble.com/l/org/Xl5jlZAEZGoq/people,0.0,,2.0,https://sumble.com/l/org/ZSTeSQnq3pVVn/people,0.0,,0.0,https://sumble.com/l/org/bLCILXvECdH8J/teams,0.0,https://sumble.com/l/org/NvOWvdDPN2Jqd/teams,0.0,https://sumble.com/l/org/JoY2ob4EWRDii/teams,0.0,https://sumble.com/l/org/zREAR3vxxBtSa/teams,0.0,https://sumble.com/l/org/WNBHNP7VyF5aq/teams,0.0,https://sumble.com/l/org/Xl5jlZAEZGy2Q/jobs,0.0,https://sumble.com/l/org/04h54kkRja4uC/jobs,0.0,https://sumble.com/l/org/y8uS8UM8ANtmk/jobs,0.0,https://sumble.com/l/org/xPz1PFnWtJotv/jobs,5.263,https://sumble.com/l/org/mHcoH1erVQZdR/people,17.544,https://sumble.com/l/org/HWnmWxifU0Re9/people,3.509,https://sumble.com/l/org/fVJ7VqHqXpiq/people,0.0,https://sumble.com/l/org/Xl5jlZAEZGoq/people,3.509,https://sumble.com/l/org/ZSTeSQnq3pVVn/people,0.0,https://sumble.com/l/org/bLCILXvECdH8J/teams,0.0,https://sumble.com/l/org/NvOWvdDPN2Jqd/teams,0.0,https://sumble.com/l/org/JoY2ob4EWRDii/teams,0.0,https://sumble.com/l/org/zREAR3vxxBtSa/teams,0.0,https://sumble.com/l/org/WNBHNP7VyF5aq/teams,27800000,19300000,seed,2025-05-06,400,,,authmind.com,unallocated,0,4,4,196,,,
815624,authzed,AuthZed,authzed.com,US,Professional Services,34,33,6,0,1,digital_native|b2b|is_venture_backed|professional_services,1,0,1,0,0.0,https://sumble.com/l/org/E2xJrf79rxtB0/people,-1.0,https://sumble.com/l/org/E2xJrf79rxtB0/trends/job_functions_people,5.0,https://sumble.com/l/org/eJPoqVSiKNBMN/people,-0.167,https://sumble.com/l/org/eJPoqVSiKNBMN/trends/job_functions_people,3.0,https://sumble.com/l/org/KFahT0wG2WYA/people,0.0,https://sumble.com/l/org/KFahT0wG2WYA/trends/job_functions_people,2.0,https://sumble.com/l/org/9NSvAndGOmOr/people,0.0,https://sumble.com/l/org/9NSvAndGOmOr/trends/job_functions_people,3.0,https://sumble.com/l/org/ndYE4zNbH488S/people,2.0,https://sumble.com/l/org/ndYE4zNbH488S/trends/job_functions_people,1.0,https://sumble.com/l/org/hilDc9EllDJ16/teams,0.0,https://sumble.com/l/org/SmEHtYTmV40z8/teams,0.0,https://sumble.com/l/org/P3LM8hErYXZRR/teams,0.0,https://sumble.com/l/org/oCMKXLXG0a2SP/teams,0.0,https://sumble.com/l/org/ZodmaQnq3pZjn/teams,0.0,https://sumble.com/l/org/9NSvAndGOmxmb/jobs,0.0,https://sumble.com/l/org/IpuGEjH5e7f6t/jobs,0.0,https://sumble.com/l/org/OecZM6k5uQwXH/jobs,0.0,https://sumble.com/l/org/VbhLOaTjy5yXZ/jobs,0.0,https://sumble.com/l/org/E2xJrf79rxtB0/people,14.706,https://sumble.com/l/org/eJPoqVSiKNBMN/people,8.824,https://sumble.com/l/org/KFahT0wG2WYA/people,5.882,https://sumble.com/l/org/9NSvAndGOmOr/people,8.824,https://sumble.com/l/org/ndYE4zNbH488S/people,16.667,https://sumble.com/l/org/hilDc9EllDJ16/teams,0.0,https://sumble.com/l/org/SmEHtYTmV40z8/teams,0.0,https://sumble.com/l/org/P3LM8hErYXZRR/teams,0.0,https://sumble.com/l/org/oCMKXLXG0a2SP/teams,0.0,https://sumble.com/l/org/ZodmaQnq3pZjn/teams,15800000,12000000,series_a,2024-06-27,713,,,authzed.com,unallocated,0,3,0,0,,,
10846,avepoint,AvePoint,avepoint.com,US,Professional Services,1958,1412,170,0,1,digital_native|is_public_company|b2b|professional_services,1,0,1,0,29.0,https://sumble.com/l/org/tLJjGs4tL7mJ/people,0.348,https://sumble.com/l/org/tLJjGs4tL7mJ/trends/job_functions_people,391.0,https://sumble.com/l/org/C1oX5RmDRIms/people,0.2,https://sumble.com/l/org/C1oX5RmDRIms/trends/job_functions_people,176.0,https://sumble.com/l/org/irhcNXki83O/people,0.085,https://sumble.com/l/org/irhcNXki83O/trends/job_functions_people,33.0,https://sumble.com/l/org/6ev72GR2wOu/people,0.333,https://sumble.com/l/org/6ev72GR2wOu/trends/job_functions_people,72.0,https://sumble.com/l/org/2VErImNxF88P/people,0.092,https://sumble.com/l/org/2VErImNxF88P/trends/job_functions_people,6.0,https://sumble.com/l/org/OjDd6k5uQwoU/teams,4.0,https://sumble.com/l/org/APHs4ZhJGyCi/teams,6.0,https://sumble.com/l/org/qIMNOSTDWzrr/teams,0.0,https://sumble.com/l/org/F4KT81AWOqz0/teams,0.0,https://sumble.com/l/org/Kxml0wG2W6MW/teams,0.0,https://sumble.com/l/org/6ev72GR2wlZP/jobs,0.0,https://sumble.com/l/org/STGJYTmV40ZH/jobs,0.0,https://sumble.com/l/org/oYZaLXG0a2Ra/jobs,1.0,https://sumble.com/l/org/5sLZTpxsaHJk/jobs,1.481,https://sumble.com/l/org/tLJjGs4tL7mJ/people,19.969,https://sumble.com/l/org/C1oX5RmDRIms/people,8.989,https://sumble.com/l/org/irhcNXki83O/people,1.685,https://sumble.com/l/org/6ev72GR2wOu/people,3.677,https://sumble.com/l/org/2VErImNxF88P/people,3.529,https://sumble.com/l/org/OjDd6k5uQwoU/teams,2.353,https://sumble.com/l/org/APHs4ZhJGyCi/teams,3.529,https://sumble.com/l/org/qIMNOSTDWzrr/teams,0.0,https://sumble.com/l/org/F4KT81AWOqz0/teams,0.0,https://sumble.com/l/org/Kxml0wG2W6MW/teams,0,0,,,,,,avepoint.com,allocated,0,0,0,0,,,
585443,aviz-networks,Aviz Networks,aviznetworks.com,US,Scientific and Technical Services,133,52,6,0,0,is_venture_backed|b2b|digital_native,1,0,1,0,4.0,https://sumble.com/l/org/5sqn7Tpxsa7Fr/people,0.0,https://sumble.com/l/org/5sqn7Tpxsa7Fr/trends/job_functions_people,11.0,https://sumble.com/l/org/0FaBfkkRjaHep/people,0.0,https://sumble.com/l/org/0FaBfkkRjaHep/trends/job_functions_people,4.0,https://sumble.com/l/org/vOko5EAmtkjm/people,-0.2,https://sumble.com/l/org/vOko5EAmtkjm/trends/job_functions_people,0.0,https://sumble.com/l/org/JQz0cb4EWRuL/people,0.0,,6.0,https://sumble.com/l/org/bt3kAXvECdEEB/people,0.5,https://sumble.com/l/org/bt3kAXvECdEEB/trends/job_functions_people,2.0,https://sumble.com/l/org/wZnK8JJg46KUD/teams,0.0,https://sumble.com/l/org/37CpQiKLWcplT/teams,0.0,https://sumble.com/l/org/pX9UFw5tEX4HH/teams,0.0,https://sumble.com/l/org/9ilebndGOmxAo/teams,0.0,https://sumble.com/l/org/4htOVuK5YNcxa/teams,0.0,https://sumble.com/l/org/JQz0cb4EWRDP4/jobs,0.0,https://sumble.com/l/org/UHe7vKwND25Mm/jobs,0.0,https://sumble.com/l/org/1K2iRsiV35t8b/jobs,0.0,https://sumble.com/l/org/k8pRqHB1JTVPy/jobs,3.008,https://sumble.com/l/org/5sqn7Tpxsa7Fr/people,8.271,https://sumble.com/l/org/0FaBfkkRjaHep/people,3.008,https://sumble.com/l/org/vOko5EAmtkjm/people,0.0,https://sumble.com/l/org/JQz0cb4EWRuL/people,4.511,https://sumble.com/l/org/bt3kAXvECdEEB/people,33.333,https://sumble.com/l/org/wZnK8JJg46KUD/teams,0.0,https://sumble.com/l/org/37CpQiKLWcplT/teams,0.0,https://sumble.com/l/org/pX9UFw5tEX4HH/teams,0.0,https://sumble.com/l/org/9ilebndGOmxAo/teams,0.0,https://sumble.com/l/org/4htOVuK5YNcxa/teams,31000000,17000000,series_a,2024-11-21,566,,,aviznetworks.com,unallocated,0,1,1,6,,,
1257220,axiamatic,Axiamatic,axiamatic.com,US,Professional Services,63,20,6,0,1,is_ai_native|digital_native|b2b|is_venture_backed|professional_services,1,0,1,1,0.0,https://sumble.com/l/org/WiQxBP7VyFjMv/people,0.0,,6.0,https://sumble.com/l/org/NDYPOdDPN2C6s/people,0.0,,4.0,https://sumble.com/l/org/QS3amtYFoSPO/people,0.0,,1.0,https://sumble.com/l/org/sxOS4yJ6y1L9/people,0.0,https://sumble.com/l/org/sxOS4yJ6y1L9/trends/job_functions_people,0.0,https://sumble.com/l/org/yF6YuUM8ANKKN/people,0.0,,1.0,https://sumble.com/l/org/1HqlAsiV35t9a/teams,0.0,https://sumble.com/l/org/jbcEGesbEtQ8N/teams,1.0,https://sumble.com/l/org/mkfLc1erVQT66/teams,0.0,https://sumble.com/l/org/6pxMZ2GR2wlmf/teams,0.0,https://sumble.com/l/org/vIUdpEAmtk6Il/teams,0.0,https://sumble.com/l/org/sxOS4yJ6y1faH/jobs,0.0,https://sumble.com/l/org/3RlufiKLWcp9r/jobs,0.0,https://sumble.com/l/org/97gcDndGOmxmS/jobs,0.0,https://sumble.com/l/org/dvCh67q02zqv2/jobs,0.0,https://sumble.com/l/org/WiQxBP7VyFjMv/people,9.524,https://sumble.com/l/org/NDYPOdDPN2C6s/people,6.349,https://sumble.com/l/org/QS3amtYFoSPO/people,1.587,https://sumble.com/l/org/sxOS4yJ6y1L9/people,0.0,https://sumble.com/l/org/yF6YuUM8ANKKN/people,16.667,https://sumble.com/l/org/1HqlAsiV35t9a/teams,0.0,https://sumble.com/l/org/jbcEGesbEtQ8N/teams,16.667,https://sumble.com/l/org/mkfLc1erVQT66/teams,0.0,https://sumble.com/l/org/6pxMZ2GR2wlmf/teams,0.0,https://sumble.com/l/org/vIUdpEAmtk6Il/teams,54000000,54000000,series_a,2026-03-11,91,,,axiamatic.com,allocated,0,7,2,73,,,
14470,axonius,Axonius,axonius.com,US,Scientific and Technical Services,802,984,165,0,0,b2b|digital_native|is_venture_backed,1,0,1,0,6.0,https://sumble.com/l/org/hicE9EllDQNp/people,-0.455,https://sumble.com/l/org/hicE9EllDQNp/trends/job_functions_people,134.0,https://sumble.com/l/org/7DnerlF2RhcH/people,-0.05,https://sumble.com/l/org/7DnerlF2RhcH/trends/job_functions_people,45.0,https://sumble.com/l/org/GSJKgAT0Zcz/people,-0.1,https://sumble.com/l/org/GSJKgAT0Zcz/trends/job_functions_people,22.0,https://sumble.com/l/org/Ux59KwND21U/people,0.158,https://sumble.com/l/org/Ux59KwND21U/trends/job_functions_people,38.0,https://sumble.com/l/org/KFTn0wG2WxxW/people,0.088,https://sumble.com/l/org/KFTn0wG2WxxW/trends/job_functions_people,4.0,https://sumble.com/l/org/yHChUM8ANtGf/teams,1.0,https://sumble.com/l/org/VbOSaTjy5yNL/teams,14.0,https://sumble.com/l/org/skYPyJ6y1f44/teams,0.0,https://sumble.com/l/org/IpEojH5e7f6k/teams,0.0,https://sumble.com/l/org/fIBZqHqXpUry/teams,0.0,https://sumble.com/l/org/Ux59KwND25XG/jobs,0.0,https://sumble.com/l/org/NRhIdDPN2J8N/jobs,0.0,https://sumble.com/l/org/z7uO3vxxBtvp/jobs,0.0,https://sumble.com/l/org/rvzVBvswyWzl/jobs,0.748,https://sumble.com/l/org/hicE9EllDQNp/people,16.708,https://sumble.com/l/org/7DnerlF2RhcH/people,5.611,https://sumble.com/l/org/GSJKgAT0Zcz/people,2.743,https://sumble.com/l/org/Ux59KwND21U/people,4.738,https://sumble.com/l/org/KFTn0wG2WxxW/people,2.424,https://sumble.com/l/org/yHChUM8ANtGf/teams,0.606,https://sumble.com/l/org/VbOSaTjy5yNL/teams,8.485,https://sumble.com/l/org/skYPyJ6y1f44/teams,0.0,https://sumble.com/l/org/IpEojH5e7f6k/teams,0.0,https://sumble.com/l/org/fIBZqHqXpUry/teams,595000000,200000000,series_e,2024-03-05,827,,,axonius.com,allocated,0,4,0,0,,,
582094,bamboobox,BambooBox,bamboobox.ai,IN,Scientific and Technical Services,71,52,5,0,0,b2b|digital_native,1,0,1,0,1.0,https://sumble.com/l/org/btzA9XvECdIgt/people,0.0,,5.0,https://sumble.com/l/org/LCRzrlhY9axfO/people,4.0,https://sumble.com/l/org/LCRzrlhY9axfO/trends/job_functions_people,1.0,https://sumble.com/l/org/9iLbgndGOmpM/people,0.0,,0.0,https://sumble.com/l/org/E6kTKf79rxN8/people,0.0,,27.0,https://sumble.com/l/org/f2Hm0qHqXpjjy/people,0.588,https://sumble.com/l/org/f2Hm0qHqXpjjy/trends/job_functions_people,1.0,https://sumble.com/l/org/vO05UEAmtk6TI/teams,0.0,https://sumble.com/l/org/xAw6aFnWtJoJX/teams,1.0,https://sumble.com/l/org/DqKCyv6ePf9BB/teams,0.0,https://sumble.com/l/org/0FVfjkkRja4u5/teams,0.0,https://sumble.com/l/org/1K6RqsiV35ta2/teams,0.0,https://sumble.com/l/org/E6kTKf79rxHD2/jobs,0.0,https://sumble.com/l/org/gSr9doInkj8aN/jobs,0.0,https://sumble.com/l/org/QoNW3tYFoSHtq/jobs,0.0,https://sumble.com/l/org/l5M3BSyCf8Nhg/jobs,1.408,https://sumble.com/l/org/btzA9XvECdIgt/people,7.042,https://sumble.com/l/org/LCRzrlhY9axfO/people,1.408,https://sumble.com/l/org/9iLbgndGOmpM/people,0.0,https://sumble.com/l/org/E6kTKf79rxN8/people,38.028,https://sumble.com/l/org/f2Hm0qHqXpjjy/people,20.0,https://sumble.com/l/org/vO05UEAmtk6TI/teams,0.0,https://sumble.com/l/org/xAw6aFnWtJoJX/teams,20.0,https://sumble.com/l/org/DqKCyv6ePf9BB/teams,0.0,https://sumble.com/l/org/0FVfjkkRja4u5/teams,0.0,https://sumble.com/l/org/1K6RqsiV35ta2/teams,0,0,,,,,,bamboobox.ai,unallocated,0,4,1,13,,,
10417,bamboohr,BambooHR,bamboohr.com,US,Scientific and Technical Services,1642,891,171,0,0,is_private_equity_owned|b2b|digital_native,1,0,1,0,103.0,https://sumble.com/l/org/pXvDw5tEXSRA/people,0.159,https://sumble.com/l/org/pXvDw5tEXSRA/trends/job_functions_people,308.0,https://sumble.com/l/org/GljIgAT0Z5vb/people,0.052,https://sumble.com/l/org/GljIgAT0Z5vb/trends/job_functions_people,165.0,https://sumble.com/l/org/WnUyP7VyFvW/people,0.013,https://sumble.com/l/org/WnUyP7VyFvW/trends/job_functions_people,48.0,https://sumble.com/l/org/MfhPDCGSbhw/people,0.143,https://sumble.com/l/org/MfhPDCGSbhw/trends/job_functions_people,86.0,https://sumble.com/l/org/Dq9hv6ePfooN/people,0.024,https://sumble.com/l/org/Dq9hv6ePfooN/trends/job_functions_people,8.0,https://sumble.com/l/org/REPWMXybNiCZ/teams,5.0,https://sumble.com/l/org/0FlLkkRja49L/teams,11.0,https://sumble.com/l/org/BvWuRpqxXaff/teams,0.0,https://sumble.com/l/org/ykgGUM8ANtf5/teams,0.0,https://sumble.com/l/org/5sXbTpxsaHJp/teams,0.0,https://sumble.com/l/org/MfhPDCGSb8Rk/jobs,0.0,https://sumble.com/l/org/Qo26tYFoSHJr/jobs,1.0,https://sumble.com/l/org/btqfXvECdHeR/jobs,1.0,https://sumble.com/l/org/gSejoInkj8aY/jobs,6.273,https://sumble.com/l/org/pXvDw5tEXSRA/people,18.758,https://sumble.com/l/org/GljIgAT0Z5vb/people,10.049,https://sumble.com/l/org/WnUyP7VyFvW/people,2.923,https://sumble.com/l/org/MfhPDCGSbhw/people,5.238,https://sumble.com/l/org/Dq9hv6ePfooN/people,4.678,https://sumble.com/l/org/REPWMXybNiCZ/teams,2.924,https://sumble.com/l/org/0FlLkkRja49L/teams,6.433,https://sumble.com/l/org/BvWuRpqxXaff/teams,0.0,https://sumble.com/l/org/ykgGUM8ANtf5/teams,0.0,https://sumble.com/l/org/5sXbTpxsaHJp/teams,0,0,,,,,,bamboohr.com,allocated,0,7,0,0,,,
691357,baseten,Baseten,baseten.co,US,Scientific and Technical Services,214,252,31,0,0,is_venture_backed|b2b|digital_native,1,0,1,0,2.0,https://sumble.com/l/org/sk0GXyJ6y1ciX/people,0.0,,26.0,https://sumble.com/l/org/Fu45l81AWOeRb/people,1.778,https://sumble.com/l/org/Fu45l81AWOeRb/trends/job_functions_people,19.0,https://sumble.com/l/org/OejNn6k5uQD0/people,2.0,https://sumble.com/l/org/OejNn6k5uQD0/trends/job_functions_people,3.0,https://sumble.com/l/org/QLo2ftYFoSz1/people,0.0,,7.0,https://sumble.com/l/org/tlLIqGs4tL44D/people,1.333,https://sumble.com/l/org/tlLIqGs4tL44D/trends/job_functions_people,1.0,https://sumble.com/l/org/Zog6EQnq3pZaj/teams,0.0,https://sumble.com/l/org/7DM4FrlF2RO6q/teams,2.0,https://sumble.com/l/org/XgGOvZAEZGyVV/teams,0.0,https://sumble.com/l/org/iBr8kNXki8S2m/teams,0.0,https://sumble.com/l/org/hi30s9EllDJ6R/teams,0.0,https://sumble.com/l/org/QLo2ftYFoSHt4/jobs,0.0,https://sumble.com/l/org/HAcYoxifU0Za4/jobs,0.0,https://sumble.com/l/org/KFxLt0wG2W6wj/jobs,0.0,https://sumble.com/l/org/8WuTScNanoMdh/jobs,0.935,https://sumble.com/l/org/sk0GXyJ6y1ciX/people,12.15,https://sumble.com/l/org/Fu45l81AWOeRb/people,8.879,https://sumble.com/l/org/OejNn6k5uQD0/people,1.402,https://sumble.com/l/org/QLo2ftYFoSz1/people,3.271,https://sumble.com/l/org/tlLIqGs4tL44D/people,3.226,https://sumble.com/l/org/Zog6EQnq3pZaj/teams,0.0,https://sumble.com/l/org/7DM4FrlF2RO6q/teams,6.452,https://sumble.com/l/org/XgGOvZAEZGyVV/teams,0.0,https://sumble.com/l/org/iBr8kNXki8S2m/teams,0.0,https://sumble.com/l/org/hi30s9EllDJ6R/teams,585000000,300000000,series_e,2026-01-20,141,,,baseten.co,customer,1,75,11,187,,,
8172,bazaarvoice,Bazaarvoice,bazaarvoice.com,US,Professional Services,1488,1093,200,0,1,is_private_equity_owned|digital_native|b2b|professional_services,1,0,1,0,23.0,https://sumble.com/l/org/l5kLSyCf8k1W/people,0.316,https://sumble.com/l/org/l5kLSyCf8k1W/trends/job_functions_people,251.0,https://sumble.com/l/org/s0u1yJ6y1eWS/people,0.008,https://sumble.com/l/org/s0u1yJ6y1eWS/trends/job_functions_people,128.0,https://sumble.com/l/org/BverRpqxXls/people,-0.023,https://sumble.com/l/org/BverRpqxXls/trends/job_functions_people,53.0,https://sumble.com/l/org/VJLeaTjy5jG/people,0.041,https://sumble.com/l/org/VJLeaTjy5jG/trends/job_functions_people,112.0,https://sumble.com/l/org/ablVpZK3i22v/people,0.0,https://sumble.com/l/org/ablVpZK3i22v/trends/job_functions_people,11.0,https://sumble.com/l/org/ewojVSiKNDIg/teams,10.0,https://sumble.com/l/org/h3DP9EllDJZv/teams,2.0,https://sumble.com/l/org/jpgIesbEtQjj/teams,0.0,https://sumble.com/l/org/u9B4WVfjQRX7/teams,0.0,https://sumble.com/l/org/F4ix81AWOqzU/teams,0.0,https://sumble.com/l/org/VJLeaTjy5yNa/jobs,0.0,https://sumble.com/l/org/mUAT1erVQTJx/jobs,0.0,https://sumble.com/l/org/C1FY5RmDRVpm/jobs,1.0,https://sumble.com/l/org/ykWsUM8ANtfI/jobs,1.546,https://sumble.com/l/org/l5kLSyCf8k1W/people,16.868,https://sumble.com/l/org/s0u1yJ6y1eWS/people,8.602,https://sumble.com/l/org/BverRpqxXls/people,3.562,https://sumble.com/l/org/VJLeaTjy5jG/people,7.527,https://sumble.com/l/org/ablVpZK3i22v/people,5.5,https://sumble.com/l/org/ewojVSiKNDIg/teams,5.0,https://sumble.com/l/org/h3DP9EllDJZv/teams,1.0,https://sumble.com/l/org/jpgIesbEtQjj/teams,0.0,https://sumble.com/l/org/u9B4WVfjQRX7/teams,0.0,https://sumble.com/l/org/F4ix81AWOqzU/teams,0,0,,,,,,bazaarvoice.com,allocated,0,0,0,0,,,
1404295,bedrocksec,Bedrock Data,bedrock.security,US,Information,46,8,2,0,0,b2b|digital_native|is_venture_backed,1,0,1,0,1.0,https://sumble.com/l/org/sFuBhyJ6y1ciX/people,0.0,,11.0,https://sumble.com/l/org/FhiO781AWOeRb/people,2.333,https://sumble.com/l/org/FhiO781AWOeRb/trends/job_functions_people,3.0,https://sumble.com/l/org/OpZmG6k5uQD0/people,0.0,,1.0,https://sumble.com/l/org/QY14UtYFoSz1/people,0.0,,1.0,https://sumble.com/l/org/tCsuKGs4tL44D/people,0.0,,1.0,https://sumble.com/l/org/ZSmAyQnq3pZaj/teams,0.0,https://sumble.com/l/org/7fIGVrlF2RO6q/teams,1.0,https://sumble.com/l/org/XlTcsZAEZGyVV/teams,0.0,https://sumble.com/l/org/iDOZINXki8S2m/teams,0.0,https://sumble.com/l/org/h7Dpf9EllDJ6R/teams,0.0,https://sumble.com/l/org/QY14UtYFoSHt4/jobs,0.0,https://sumble.com/l/org/HWzfNxifU0Za4/jobs,0.0,https://sumble.com/l/org/KAhDz0wG2W6wj/jobs,0.0,https://sumble.com/l/org/89N6rcNanoMdh/jobs,2.174,https://sumble.com/l/org/sFuBhyJ6y1ciX/people,23.913,https://sumble.com/l/org/FhiO781AWOeRb/people,6.522,https://sumble.com/l/org/OpZmG6k5uQD0/people,2.174,https://sumble.com/l/org/QY14UtYFoSz1/people,2.174,https://sumble.com/l/org/tCsuKGs4tL44D/people,50.0,https://sumble.com/l/org/ZSmAyQnq3pZaj/teams,0.0,https://sumble.com/l/org/7fIGVrlF2RO6q/teams,50.0,https://sumble.com/l/org/XlTcsZAEZGyVV/teams,0.0,https://sumble.com/l/org/iDOZINXki8S2m/teams,0.0,https://sumble.com/l/org/h7Dpf9EllDJ6R/teams,25000000,25000000,series_a,2025-11-19,203,,,bedrock.security,unallocated,0,2,0,0,,,
